Id,Varietal Type Id,Name,Description
,2,Galego Dourado,White Grape
,2,Garganega / Grecanico / Grecanio,White Grape
,2,Garnacha blanca / Grenache blanc,White Grape
,2,Gewürztraminer / Tramini / Traminac,White Grape
,2,Girgentina,White Grape
,2,Giró blanc,White Grape
,2,Gloria,White Grape
,2,Godello,White Grape
,2,Goldburger,White Grape
,2,Goldriesling,White Grape
,2,Gouais blanc,White Grape
,2,Graisse / Plant de Graisse,White Grape
,2,Grasă de Cotnari,White Grape
,2,Grechetto,White Grape
,2,Greco bianco,White Grape
,2,Green Hungarian,White Grape
,2,Grenache gris,White Grape
,2,Grignolino,White Grape
,2,Grillo / Riddu / Rossese bianco,White Grape
,2,Grk Bijeli,White Grape
,2,Grolleau gris,White Grape
,2,Gros Manseng / Izkiriota Handi,White Grape
,2,Grüner Veltliner,White Grape
,2,Guardavalle,White Grape
,2,Gutenborner,White Grape
,2,Hárslevelű,White Grape
,2,Hondarrabi Zuri,White Grape
,2,Humagne Blanche,White Grape
,2,Huxelrebe / Courtillier Musqué,White Grape
,2,Incrocio Manzoni,White Grape
,2,Irsai Oliver / Irsay Oliver / Irsai Olivér,White Grape
,2,Italia,White Grape
,2,Jacquère,White Grape
,2,Jampal,White Grape
,2,Juhfark,White Grape
,2,Juwel,White Grape
,2,Kanzler,White Grape
,2,Keknyelu / Kéknyelű,White Grape
,2,Kerner,White Grape
,2,Knipperle / Klein Rauschling,White Grape
,2,Koshu,White Grape
,2,Karija l'Osü,White Grape
,2,Krstač,White Grape
,2,Kujundžuša,White Grape
,2,Ladikino,White Grape
,2,Lado,White Grape
,2,Lagarino bianco,White Grape
,2,Lagorthi,White Grape
,2,Lauzet,White Grape
,2,Len de l'El / Len de l'Elh / Loin-de-l'oeil,White Grape
,2,Loureira,White Grape
,2,Luglienga,White Grape
,2,Lumassina,White Grape
,2,Macabeo / Macabeu / Viura,White Grape
,2,Maceratino,White Grape
,2,Madeleine Angevine,White Grape
,2,Majarcă Albă,White Grape
,2,Malagousia / Malagoussia,White Grape
,2,Malvar / Lairén,White Grape
,2,"Malvasia, includes several sub-varieties",White Grape
,2,Mantonico bianco,White Grape
,2,Manteudo,White Grape
,2,Maria Gomes / Fernão Pires,White Grape
,2,Marsanne,White Grape
,2,Marzemina bianca,White Grape
,2,Mauzac,White Grape
,2,Melon de Bourgogne / Muscadet,White Grape
,2,Merlot blanc,White Grape
,2,Merseguera / Verdil / Verdosilla,White Grape
,2,Meslier St-François,White Grape
,2,Mezesfehér,White Grape
,2,Minella bianca,White Grape
,2,Miousap,White Grape
,2,Molette,White Grape
,2,Moll,White Grape
,2,Montonico bianco,White Grape
,2,Montu,White Grape
,2,Morio-Muskat,White Grape
,2,Moscatel Rosada,White Grape
,2,Moscato Giallo,White Grape
,2,Moschofilero / Moscophilero,White Grape
,2,Mtsvane,White Grape
,2,Müller-Thurgau / Rivaner,White Grape
,2,Muscadelle (Tokay in Australia),White Grape
,2,Muscat / Moscato / Misket,White Grape
,2,"Muscat of Alexandria / Moscatell / Zibibbo / Moscatel de Málaga, de Setúbal",White Grape
,2,Muscat Blanc à Petits Grains / Tamjanika / Muscat Frontignan / Muskateller / Moscatel branco / Frontignan,White Grape
,2,Muscat Ottonel,White Grape
,2,Nasco,White Grape
,2,Neherleschol,White Grape
,2,Neuburger,White Grape
,2,Nobling,White Grape
,2,Nosiola,White Grape
,2,Nuragus,White Grape
,2,Ondenc,White Grape
,2,Optima,White Grape
,2,Oraniensteiner,White Grape
,2,Orion,White Grape
,2,Ortega,White Grape
,2,Ortrugo,White Grape
,2,Oz,White Grape
,2,Pagedebit,White Grape
,2,Pálava,White Grape
,2,Pallagrello bianco,White Grape
,2,Palomino / Listan / Perrum,White Grape
,2,Pampanuto / Pampanino,White Grape
,2,Parč,White Grape
,2,Pardillo / Pardina,White Grape
,2,Parellada,White Grape
,2,Pascal blanc,White Grape
,2,Passerina,White Grape
,2,Pecorino / Pecorello,White Grape
,2,Pedro Giménez,White Grape
,2,Pedro Ximénez/ PX / Alamís,White Grape
,2,Perle,White Grape
,2,Petit Courbu,White Grape
,2,Petit Manseng / Izkiriota Ttipi,White Grape
,2,Petit Meslier,White Grape
,2,Petite Arvine,White Grape
,2,Picardin / Picardan / Aragnan blanc,White Grape
,2,Picolit / Piccolit / Piccolito,White Grape
,2,Picpoul / Piquepoul blanc / Piquepoul gris,White Grape
,2,Pigato,White Grape
,2,Pignerol,White Grape
,2,Pignoletto,White Grape
,2,Pinella,White Grape
,2,Pinot blanc / Pinot bianco / Klevner / Weissburgunder,White Grape
,2,Pinot gris / Pinot grigio / Grauburgunder / Malvoisie / Pinot jaune / Szürkebarát,White Grape
,2,Planta Fina,White Grape
,2,Planta Nova,White Grape
,2,Plavai / Plavay,White Grape
,2,Pošip,White Grape
,2,Prensal,White Grape
,2,Prié blanc / Blanc de Morgex,White Grape
,2,Prosecco / Glera,White Grape
,2,Prunesta,White Grape
,2,Rabigato,White Grape
,2,Rabo de Ovelha,White Grape
,2,Raisin blanc,White Grape
,2,Rauschling / Rāuschling,White Grape
,2,Regner,White Grape
,2,Reichensteiner,White Grape
,2,Retagliado bianco,White Grape
,2,Rèze,White Grape
,2,Ribolla Gialla / Robola,White Grape
,2,Riesling / Johannisberg Riesling / Rheinriesling / Klingelberger,White Grape
,2,Rieslaner,White Grape
,2,Rkatsiteli,White Grape
,2,Robola,White Grape
,2,Roditis / Rhoditis,White Grape
,2,Rollo,White Grape
,2,Romorantin,White Grape
,2,Rossese bianco,White Grape
,2,Roter Veltliner,White Grape
,2,Rotgipfler,White Grape
,2,Roupeiro / Codega,White Grape
,2,Roussanne,White Grape
,2,Rovello bianco,White Grape
,2,Sabro,White Grape
,2,Sacy / Tresallier,White Grape
,2,Ste Marie,White Grape
,2,Saint-Pierre Doré,White Grape
,2,Sarfeher / Sárfehér,White Grape
,2,Sauvignon Blanc / Sauvignon Gris,White Grape
,2,Sauvignon Vert / Sauvignonasse / Friulano / Tocai Friulano,White Grape
,2,Savagnin / Savagnin Blanc / Traminer,White Grape
,2,Savatiano,White Grape
,2,Scheurebe,White Grape
,2,Schönburger,White Grape
,2,Sémillon,White Grape
,2,Septiner,White Grape
,2,Sercial / Cerceal / Esgana Cão / Esgana,White Grape
,2,Sereksia / Băbească albă,White Grape
,2,Sideritis,White Grape
,2,Siegerrebe,White Grape
,2,Silvaner / Sylvaner / Österreicher,White Grape
,2,Mátrai Muskotály,White Grape
,2,Smederevka,White Grape
,2,Souvignier gris,White Grape
,2,Spagnol,White Grape
,2,Sultana,White Grape
,2,Sumoll Blanc,White Grape
,2,Symphony,White Grape
,2,Tamarêz / Tamares / Crato branco,White Grape
,2,Tamîioasa / Tămâioasă Românească / Tamianka,White Grape
,2,Taminga,White Grape
,2,Tempranillo blanco,White Grape
,2,Téoulier,White Grape
,2,Terrantez,White Grape
,2,Terret Gris,White Grape
,2,Thrapsathiri,White Grape
,2,Timorasso,White Grape
,2,Torrontés / Torontel / Moscatel de Austria,White Grape
,2,Tourbat / Torbato,White Grape
,2,Trbljan,White Grape
,2,Trebbiano / Ugni Blanc,White Grape
,2,Treixadura / Trajadura,White Grape
,2,Trousseau Gris / Grey Riesling,White Grape
,2,Tsaoussi,White Grape
,2,Tsolikauri,White Grape
,2,Vega,White Grape
,2,Verdea,White Grape
,2,Verdeca,White Grape
,2,Verdejo,White Grape
,2,Verdelho / Gouveio / Verdello,White Grape
,2,Verdello,White Grape
,2,Verdesse,White Grape
,2,Verdicchio,White Grape
,2,Verdiso / Verdia,White Grape
,2,Verdoncho,White Grape
,2,Verduzzo,White Grape
,2,Verduzzo Trevigiano,White Grape
,2,Vermentino / Rolle,White Grape
,2,Vernaccia,White Grape
,2,Vernaccia di Oristano,White Grape
,2,Veroga,White Grape
,2,Versoaln,White Grape
,2,Vespaiola,White Grape
,2,Vidiano,White Grape
,2,Vilana,White Grape
,2,Vinhao,White Grape
,2,Viognier,White Grape
,2,Viosinho,White Grape
,2,Vital (grape),White Grape
,2,Vitovska,White Grape
,2,Voskehat,White Grape
,2,Vugava,White Grape
,2,Weldra,White Grape
,2,Welschriesling / Riesling Italico / Olaszrizling / Lazki Rizling / Graševina,White Grape
,2,Würzer,White Grape
,2,Xarel·lo / Xarello,White Grape
,2,Xynisteri,White Grape
,2,Zala Gyöngye,White Grape
,2,Zalema,White Grape
,2,Zefir,White Grape
,2,Zenit,White Grape
,2,Zengő,White Grape
,2,Zéta / Orémus,White Grape
,2,Zeusz,White Grape
,2,Zierfandler / Spätrot,White Grape
,2,Žilavka,White Grape
,2,Žlahtina,White Grape
,2,Agdam Gyzyl Uzumu,Rose Grape
,2,Chablais Rose,Rose Grape
,2,Chardonnay Rose,Rose Grape
,2,Gray Riesling Rose,Rose Grape
,2,Red Rose,Rose Grape
,2,Zinfandel Rose,Rose Grape
,2,Campbell Early,Interspecies Hybrid Grape
,2,Catawba,Interspecies Hybrid Grape
,2,Concord,Interspecies Hybrid Grape
,2,Delaware,Interspecies Hybrid Grape
,2,Diamond,Interspecies Hybrid Grape
,2,Fredonia,Interspecies Hybrid Grape
,2,Isabella,Interspecies Hybrid Grape
,2,Ives,Interspecies Hybrid Grape
,2,Niagara,Interspecies Hybrid Grape
,2,Noah,Interspecies Hybrid Grape
,3,ArushaпЧШУ,Arabica Coffee Bean
,3,Benguet,Arabica Coffee Bean
,3,"Bergendal, Sidikalang",Arabica Coffee Bean
,3,Bernardina,Arabica Coffee Bean
,3,Blue Mountain,Arabica Coffee Bean
,3,Bourbon,Arabica Coffee Bean
,3,Catuai,Arabica Coffee Bean
,3,Catimor,Arabica Coffee Bean
,3,Caturra,Arabica Coffee Bean
,3,Charrier,Arabica Coffee Bean
,3,Harar,Arabica Coffee Bean
,3,Sidamo,Arabica Coffee Bean
,3,Yirgacheffe,Arabica Coffee Bean
,3,French Mission,Arabica Coffee Bean
,3,Geisha,Arabica Coffee Bean
,3,Bonifieur,Arabica Coffee Bean
,3,Kona,Arabica Coffee Bean
,3,Java,Arabica Coffee Bean
,3,K7,Arabica Coffee Bean
,3,Maragogipe,Arabica Coffee Bean
,3,Maracaturra,Arabica Coffee Bean
,3,Mayagüez,Arabica Coffee Bean
,3,Mocha,Arabica Coffee Bean
,3,Mundo Novo,Arabica Coffee Bean
,3,"Orange, Yellow Bourbon",Arabica Coffee Bean
,3,Pacamara,Arabica Coffee Bean
,3,Pacas,Arabica Coffee Bean
,3,Pache Colis,Arabica Coffee Bean
,3,Pache Comum,Arabica Coffee Bean
,3,Ruiru 11,Arabica Coffee Bean
,3,S795,Arabica Coffee Bean
,3,Sagada,Arabica Coffee Bean
,3,Santos,Arabica Coffee Bean
,3,Sarchimor,Arabica Coffee Bean
,3,Selection 9 (Sln 9),Arabica Coffee Bean
,3,SL28,Arabica Coffee Bean
,3,SL34,Arabica Coffee Bean
,3,Sulawesi Toraja Kalossi,Arabica Coffee Bean
,3,Sumatra Mandheling and Sumatra Lintong,Arabica Coffee Bean
,3,"Timor, Arabusta",Arabica Coffee Bean
,3,Typica,Arabica Coffee Bean
,3,Bugishu,Arabica Coffee Bean
,3,Brutte,Arabica Coffee Bean
,3,Starmaya,Arabica Coffee Bean
